,name,students,eighty,eighty-target,forty,forty-target,SuspExplFg,SuspExplRaceEthnicityFg,DisPrptnRprsntnFg,DisPrptnRprsntnDsbltyFg,four-year-grad,dropout,STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,_merge
114,Myrtle Point SD 41,70.0,77.14,73.0,10.0,10.6,No ,No ,No ,No ,14.29,0.0,41.0,640.0,4100640.0,Myrtle Point SD 41,0.0,KG,12.0,G5420,,E,1315851522.0,4049730.0,43.0616831,-123.9827615,both
115,Neah-Kah-Nie SD 56,116.0,79.31,73.0,6.9,10.6,No ,No ,No ,No ,,5.88,41.0,8650.0,4108650.0,Neah-Kah-Nie SD 56,0.0,KG,12.0,G5420,,E,1025276458.0,171603118.0,45.67887,-123.7371662,both
116,Nestucca Valley SD 101J,70.0,70.0,73.0,12.86,10.6,No ,No ,No ,No ,,10.0,41.0,8700.0,4108700.0,Nestucca Valley SD 101J,0.0,KG,12.0,G5420,,E,965332549.0,223552889.0,45.2455382,-123.7604604,both
117,Newberg SD 29J,641.0,84.09,73.0,4.06,10.6,No ,No ,No ,No ,64.38,3.83,41.0,8720.0,4108720.0,Newberg SD 29J,0.0,KG,12.0,G5420,,E,209110886.0,1876748.0,45.3207227,-122.9824492,both
118,North Bend SD 13,559.0,78.18,73.0,4.47,10.6,No ,No ,No ,No ,34.21,8.13,41.0,8820.0,4108820.0,North Bend SD 13,0.0,KG,12.0,G5420,,E,468967348.0,128839360.0,43.5187797,-124.1486544,both
119,North Clackamas SD 12,2619.0,64.83,73.0,12.03,10.6,Yes,No ,No ,No ,70.61,4.02,41.0,8830.0,4108830.0,North Clackamas SD 12,0.0,KG,12.0,G5420,,E,104166672.0,2146283.0,45.4263655,-122.5519442,both
120,North Douglas SD 22,45.0,82.22,73.0,4.44,10.6,No ,No ,No ,No ,,8.33,41.0,4350.0,4104350.0,North Douglas SD 22,0.0,KG,12.0,G5420,,E,508105396.0,56517.0,43.7597629,-123.403653,both
121,North Lake SD 14,45.0,93.33,73.0,0.0,10.6,No ,No ,No ,No ,,8.33,41.0,11400.0,4111400.0,North Lake SD 14,0.0,KG,12.0,G5420,,E,7953731776.0,11902992.0,43.2978269,-120.605686,both
122,North Marion SD 15,290.0,72.41,73.0,15.86,10.6,No ,No ,No ,No ,68.18,0.95,41.0,8880.0,4108880.0,North Marion SD 15,0.0,KG,12.0,G5420,,E,113138663.0,602493.0,45.2164059,-122.8145496,both
123,North Powder SD 8J,39.0,100.0,73.0,0.0,10.6,No ,No ,No ,No ,66.67,0.0,41.0,8940.0,4108940.0,North Powder SD 8J,0.0,KG,12.0,G5420,,E,622483332.0,1977657.0,45.0533247,-118.0396013,both
124,North Santiam SD 29J,349.0,64.76,73.0,18.91,10.6,Yes,No ,No ,No ,62.07,1.72,41.0,20.0,4100020.0,North Santiam SD 29J,0.0,KG,12.0,G5420,,E,389338040.0,2828932.0,44.7975498,-122.6577043,both
125,North Wasco County SD 21,420.0,79.05,73.0,9.05,10.6,No ,No ,No ,No ,57.14,2.36,,,,,,,,,,,,,,,left_only
126,Nyssa SD 26,157.0,91.08,73.0,1.91,10.6,No ,No ,No ,No ,60.0,3.7,41.0,9000.0,4109000.0,Nyssa SD 26,0.0,KG,12.0,G5420,,E,952471135.0,8752127.0,43.7777878,-117.2994213,both
127,Oakland SD 1,82.0,82.93,73.0,6.1,10.6,No ,No ,No ,No ,88.89,0.0,41.0,9120.0,4109120.0,Oakland SD 1,0.0,KG,12.0,G5420,,E,698624514.0,4182662.0,43.4465982,-123.3919808,both
128,Oakridge SD 76,95.0,76.84,73.0,8.42,10.6,No ,No ,No ,No ,57.14,6.25,41.0,9150.0,4109150.0,Oakridge SD 76,0.0,KG,12.0,G5420,,E,2175226040.0,41161923.0,43.7085078,-122.2768999,both
129,Ontario SD 8C,301.0,72.76,73.0,8.31,10.6,No ,No ,No ,No ,82.76,1.18,,,,,,,,,,,,,,,left_only
130,Oregon City SD 62,1189.0,72.75,73.0,13.37,10.6,No ,No ,No ,No ,70.43,5.47,41.0,9330.0,4109330.0,Oregon City SD 62,0.0,KG,12.0,G5420,,E,202138943.0,2773759.0,45.3314353,-122.5128817,both
131,Oregon Trail SD 46,520.0,65.77,73.0,18.27,10.6,Yes,No ,No ,No ,76.79,6.67,41.0,10920.0,4110920.0,Oregon Trail SD 46,0.0,KG,12.0,G5420,,E,1103098093.0,5931541.0,45.323984,-121.9904531,both
132,Paisley SD 11,20.0,100.0,73.0,0.0,10.6,No ,No ,No ,No ,,,41.0,9430.0,4109430.0,Paisley SD 11,0.0,KG,12.0,G5420,,E,3555355779.0,133284671.0,42.7897884,-120.7853255,both
133,Parkrose SD 3,497.0,71.63,73.0,1.41,10.6,No ,No ,No ,No ,51.06,2.34,41.0,9480.0,4109480.0,Parkrose SD 3,0.0,KG,12.0,G5420,,E,29137705.0,5073618.0,45.5685716,-122.5620702,both
134,Pendleton SD 16,434.0,64.75,73.0,10.37,10.6,No ,No ,No ,No ,61.54,2.94,41.0,9510.0,4109510.0,Pendleton SD 16,0.0,KG,12.0,G5420,,E,1961190010.0,4583615.0,45.6172535,-118.6200325,both
135,Perrydale SD 21,32.0,90.63,73.0,0.0,10.6,No ,No ,No ,No ,100.0,0.0,41.0,9530.0,4109530.0,Perrydale SD 21,0.0,KG,12.0,G5420,,E,141077254.0,284489.0,45.0178623,-123.3017335,both
136,Philomath SD 17J,168.0,68.45,73.0,5.95,10.6,No ,No ,No ,No ,62.5,1.61,41.0,9600.0,4109600.0,Philomath SD 17J,0.0,KG,12.0,G5420,,E,530289739.0,809598.0,44.5957682,-123.4770613,both
137,Phoenix-Talent SD 4,362.0,67.96,73.0,14.92,10.6,No ,No ,No ,No ,60.0,3.57,41.0,9630.0,4109630.0,Phoenix-Talent SD 4,0.0,KG,12.0,G5420,,E,358030072.0,53663.0,42.16322,-122.811784,both
138,Pilot Rock SD 2,35.0,94.29,73.0,0.0,10.6,No ,No ,No ,No ,,6.67,41.0,9660.0,4109660.0,Pilot Rock SD 2,0.0,KG,12.0,G5420,,E,1608959090.0,103091.0,45.409294,-118.8535816,both
139,Pine Creek SD 5,,,73.0,,10.6,No ,No ,No ,No ,,,,,,,,,,,,,,,,,left_only
140,Pine Eagle SD 61,29.0,79.31,73.0,0.0,10.6,No ,No ,No ,No ,,0.0,,,,,,,,,,,,,,,left_only
141,Pinehurst SD 94,,,73.0,,10.6,No ,No ,No ,No ,,,41.0,9750.0,4109750.0,Pinehurst SD 94,0.0,KG,12.0,G5420,,E,242989792.0,187663.0,42.0961079,-122.3534106,both
142,Pleasant Hill SD 1,141.0,90.07,73.0,0.71,10.6,No ,No ,No ,No ,58.33,1.69,41.0,9870.0,4109870.0,Pleasant Hill SD 1,0.0,KG,12.0,G5420,,E,277699931.0,1279099.0,43.9054748,-122.866439,both
143,Plush SD 18,,,73.0,,10.6,No ,No ,No ,No ,,,41.0,9960.0,4109960.0,Plush SD 18,0.0,KG,12.0,G5420,,E,3531836841.0,112664194.0,42.4238067,-119.7767205,both
144,Port Orford-Langlois SD 2CJ,18.0,88.89,73.0,5.56,10.6,No ,No ,No ,No ,,0.0,,,,,,,,,,,,,,,left_only
145,Portland SD 1J,7009.0,81.45,73.0,7.22,10.6,Yes,No ,No ,No ,59.27,4.99,41.0,10040.0,4110040.0,Portland SD 1J,0.0,KG,12.0,G5420,,E,350628027.0,27232162.0,45.5584071,-122.7274106,both
146,Powers SD 31,16.0,56.25,73.0,0.0,10.6,No ,No ,No ,No ,,14.29,41.0,10080.0,4110080.0,Powers SD 31,0.0,KG,12.0,G5420,,E,532935292.0,730784.0,42.8012883,-124.0124053,both
147,Prairie City SD 4,20.0,90.0,73.0,0.0,10.6,No ,No ,No ,No ,,0.0,41.0,10110.0,4110110.0,Prairie City SD 4,0.0,KG,12.0,G5420,,E,3315574379.0,1259805.0,44.4924642,-118.5390746,both
148,Prospect SD 59,23.0,91.3,73.0,4.35,10.6,No ,No ,No ,No ,,0.0,41.0,10200.0,4110200.0,Prospect SD 59,0.0,KG,12.0,G5420,,E,646185659.0,10157907.0,42.8308193,-122.4246084,both
149,Rainier SD 13,119.0,73.95,73.0,18.49,10.6,No ,No ,No ,No ,71.43,17.39,41.0,3265.0,4103265.0,Rainier SD 13,0.0,KG,12.0,G5420,,E,294422424.0,19679188.0,46.014428,-122.9747953,both
150,Redmond SD 2J,953.0,83.11,73.0,7.35,10.6,No ,No ,No ,No ,68.97,5.58,41.0,10350.0,4110350.0,Redmond SD 2J,0.0,KG,12.0,G5420,,E,1421449739.0,1925468.0,44.2176464,-121.3732182,both
151,Reedsport SD 105,116.0,64.66,73.0,12.07,10.6,No ,No ,No ,No ,33.33,10.64,41.0,10410.0,4110410.0,Reedsport SD 105,0.0,KG,12.0,G5420,,E,1194427649.0,183674996.0,43.7389235,-123.9078868,both
152,Reynolds SD 7,1700.0,54.59,73.0,12.76,10.6,No ,No ,No ,No ,55.0,6.95,41.0,10520.0,4110520.0,Reynolds SD 7,0.0,KG,12.0,G5420,,E,65190862.0,20471726.0,45.5520968,-122.4412559,both
153,Riddle SD 70,57.0,45.61,73.0,10.53,10.6,No ,No ,No ,No ,,4.35,41.0,10530.0,4110530.0,Riddle SD 70,0.0,KG,12.0,G5420,,E,360307242.0,240125.0,42.8916338,-123.5119292,both
154,Riverdale SD 51J,53.0,100.0,73.0,0.0,10.6,No ,No ,No ,No ,100.0,7.69,41.0,10560.0,4110560.0,Riverdale SD 51J,0.0,KG,12.0,G5420,,E,4407531.0,511705.0,45.4454998,-122.6613922,both
155,Rogue River SD 35,167.0,82.63,73.0,6.59,10.6,No ,No ,No ,No ,50.0,4.55,41.0,10680.0,4110680.0,Rogue River SD 35,0.0,KG,12.0,G5420,,E,653520478.0,731200.0,42.5854261,-123.1092812,both
156,Salem-Keizer SD 24J,6584.0,72.89,73.0,13.06,10.6,No ,No ,No ,No ,57.98,3.74,41.0,10820.0,4110820.0,Salem-Keizer SD 24J,0.0,KG,12.0,G5420,,E,439200091.0,6184121.0,44.9449465,-123.0280604,both
157,Santiam Canyon SD 129J,732.0,88.39,73.0,6.97,10.6,No ,No ,No ,No ,41.67,14.36,41.0,8100.0,4108100.0,Santiam Canyon SD 129J,0.0,KG,12.0,G5420,,E,2094408175.0,17531962.0,44.7133366,-122.1936128,both
158,Scappoose SD 1J,303.0,68.32,73.0,5.61,10.6,No ,No ,No ,No ,77.78,3.57,41.0,10980.0,4110980.0,Scappoose SD 1J,0.0,KG,12.0,G5420,,E,340374733.0,34462779.0,45.7750291,-122.9178778,both
159,Scio SD 95,83.0,89.16,73.0,7.23,10.6,No ,No ,No ,No ,58.33,6.82,41.0,11040.0,4111040.0,Scio SD 95,0.0,KG,12.0,G5420,,E,278252876.0,389320.0,44.6836948,-122.7558049,both
160,Seaside SD 10,232.0,70.26,73.0,9.91,10.6,No ,No ,No ,No ,72.0,9.52,41.0,11100.0,4111100.0,Seaside SD 10,0.0,KG,12.0,G5420,,E,513085944.0,244585713.0,45.9094109,-123.8912039,both
161,Sheridan SD 48J,139.0,79.86,73.0,11.51,10.6,No ,No ,No ,No ,27.27,12.82,41.0,11220.0,4111220.0,Sheridan SD 48J,0.0,KG,12.0,G5420,,E,163111045.0,163105.0,45.1438782,-123.4000475,both
162,Sherman County SD,41.0,75.61,73.0,14.63,10.6,No ,No ,No ,No ,,11.11,,,,,,,,,,,,,,,left_only
163,Sherwood SD 88J,569.0,84.18,73.0,6.33,10.6,No ,No ,No ,No ,79.55,1.05,41.0,11290.0,4111290.0,Sherwood SD 88J,0.0,KG,12.0,G5420,,E,98083197.0,16246.0,45.35399,-122.8452815,both
164,Silver Falls SD 4J,485.0,78.76,73.0,11.96,10.6,No ,No ,No ,No ,82.05,2.26,41.0,11470.0,4111470.0,Silver Falls SD 4J,0.0,KG,12.0,G5420,,E,671058931.0,794160.0,44.9584168,-122.6897009,both
165,Sisters SD 6,103.0,85.44,73.0,3.88,10.6,No ,No ,No ,No ,64.29,3.77,41.0,11490.0,4111490.0,Sisters SD 6,0.0,KG,12.0,G5420,,E,702917366.0,482078.0,44.308542,-121.6091702,both
166,Siuslaw SD 97J,182.0,75.82,73.0,12.64,10.6,No ,No ,No ,No ,62.5,11.11,41.0,5100.0,4105100.0,Siuslaw SD 97J,0.0,KG,12.0,G5420,,E,571891448.0,259110727.0,44.0106633,-124.0842489,both
167,South Harney SD 33,,,73.0,,10.6,No ,No ,No ,No ,,,,,,,,,,,,,,,,,left_only
168,South Lane SD 45J3,465.0,63.66,73.0,10.32,10.6,No ,No ,No ,No ,50.0,4.57,,,,,,,,,,,,,,,left_only
169,South Umpqua SD 19,257.0,61.48,73.0,11.67,10.6,No ,No ,No ,No ,72.73,8.0,41.0,11610.0,4111610.0,South Umpqua SD 19,0.0,KG,12.0,G5420,,E,644783468.0,50423.0,42.9746,-123.285359,both
170,South Wasco County SD 1,34.0,82.35,73.0,2.94,10.6,No ,No ,No ,No ,,0.0,41.0,21.0,4100021.0,South Wasco County SD 1,0.0,KG,12.0,G5420,,E,2606324023.0,7873475.0,45.0949853,-121.1065816,both
171,Spray SD 1,,,73.0,,10.6,No ,No ,No ,No ,,,41.0,11640.0,4111640.0,Spray SD 1,0.0,KG,12.0,G5420,,E,1155404720.0,0.0,44.7807752,-119.8181365,both
172,Springfield SD 19,1570.0,67.01,73.0,11.59,10.6,No ,No ,No ,No ,55.2,5.53,41.0,11670.0,4111670.0,Springfield SD 19,0.0,KG,12.0,G5420,,E,469493816.0,5056649.0,44.0891223,-122.8422781,both
173,St Helens SD 502,438.0,74.66,73.0,12.56,10.6,Yes,No ,No ,No ,66.67,5.68,,,,,,,,,,,,,,,left_only
174,St Paul SD 45,26.0,73.08,73.0,7.69,10.6,No ,No ,No ,No ,,0.0,,,,,,,,,,,,,,,left_only
175,Stanfield SD 61,58.0,72.41,73.0,1.72,10.6,No ,No ,No ,No ,,0.0,41.0,11790.0,4111790.0,Stanfield SD 61,0.0,KG,12.0,G5420,,E,156165539.0,139424.0,45.8104259,-119.158616,both
176,Suntex SD 10,,,73.0,,10.6,No ,No ,No ,No ,,,,,,,,,,,,,,,,,left_only
177,Sutherlin SD 130,166.0,74.1,73.0,2.41,10.6,No ,No ,No ,No ,68.75,1.79,41.0,11940.0,4111940.0,Sutherlin SD 130,0.0,KG,12.0,G5420,,E,349055798.0,1402763.0,43.4375821,-123.1140728,both
178,Sweet Home SD 55,449.0,77.51,73.0,10.47,10.6,No ,No ,No ,No ,53.57,6.57,41.0,11970.0,4111970.0,Sweet Home SD 55,0.0,KG,12.0,G5420,,E,2636038981.0,26733662.0,44.3711535,-122.2897426,both
179,Three Rivers/Josephine County SD,536.0,77.05,73.0,10.63,10.6,No ,No ,No ,No ,59.26,3.92,,,,,,,,,,,,,,,left_only
180,Tigard-Tualatin SD 23J,1278.0,70.34,73.0,6.34,10.6,No ,No ,No ,No ,73.55,3.34,41.0,12240.0,4112240.0,Tigard-Tualatin SD 23J,0.0,KG,12.0,G5420,,E,62246130.0,10496.0,45.4051652,-122.7863608,both
181,Tillamook SD 9,278.0,73.02,73.0,10.43,10.6,No ,No ,No ,No ,70.97,4.21,41.0,12320.0,4112320.0,Tillamook SD 9,0.0,KG,12.0,G5420,,E,876500066.0,200642830.0,45.4567272,-123.7526299,both
182,Troy SD 54,,,73.0,,10.6,No ,No ,No ,No ,,,41.0,12360.0,4112360.0,Troy SD 54,0.0,KG,12.0,G5420,,E,190064216.0,0.0,45.9468773,-117.5259356,both
183,Ukiah SD 80R,,,73.0,,10.6,No ,No ,No ,No ,,,,,,,,,,,,,,,,,left_only
184,Umatilla SD 6R,127.0,80.31,73.0,13.39,10.6,No ,No ,No ,No ,71.43,2.08,,,,,,,,,,,,,,,left_only
185,Union SD 5,36.0,80.56,73.0,8.33,10.6,No ,No ,No ,No ,,0.0,41.0,12690.0,4112690.0,Union SD 5,0.0,KG,12.0,G5420,,E,886608084.0,2462782.0,45.1286446,-117.6518423,both
186,Vale SD 84,102.0,85.29,73.0,1.96,10.6,No ,No ,No ,No ,90.0,0.0,41.0,14.0,4100014.0,Vale SD 84,0.0,KG,12.0,G5420,,E,1699591459.0,3183199.0,44.1197475,-117.4294416,both
187,Vernonia SD 47J,98.0,77.55,73.0,10.2,10.6,No ,No ,No ,No ,60.0,5.56,41.0,12930.0,4112930.0,Vernonia SD 47J,0.0,KG,12.0,G5420,,E,675308339.0,232604.0,45.8986794,-123.2221692,both
188,Wallowa SD 12,26.0,96.15,73.0,0.0,10.6,No ,No ,No ,No ,,0.0,41.0,12990.0,4112990.0,Wallowa SD 12,0.0,KG,12.0,G5420,,E,2369734775.0,1077064.0,45.6369759,-117.5708304,both
189,Warrenton-Hammond SD 30,129.0,78.29,73.0,16.28,10.6,No ,No ,No ,No ,87.5,4.26,41.0,13080.0,4113080.0,Warrenton-Hammond SD 30,0.0,KG,12.0,G5420,,E,154002821.0,200552809.0,46.1618861,-123.8753893,both
190,West Linn-Wilsonville SD 3J,1072.0,89.09,73.0,1.77,10.6,No ,No ,No ,No ,81.48,1.72,,,,,,,,,,,,,,,left_only
191,Willamina SD 30J,146.0,82.88,73.0,2.05,10.6,No ,No ,No ,No ,75.0,1.64,41.0,13350.0,4113350.0,Willamina SD 30J,0.0,KG,12.0,G5420,,E,672845787.0,223451.0,45.1139191,-123.5875097,both
192,Winston-Dillard SD 116,173.0,63.01,73.0,15.03,10.6,No ,No ,No ,No ,40.0,9.52,41.0,13490.0,4113490.0,Winston-Dillard SD 116,0.0,KG,12.0,G5420,,E,626949377.0,25846.0,43.0919576,-123.5423966,both
193,Woodburn SD 103,821.0,82.34,73.0,10.11,10.6,Yes,No ,No ,No ,76.0,1.67,41.0,13530.0,4113530.0,Woodburn SD 103,0.0,KG,12.0,G5420,,E,80684041.0,197914.0,45.1442901,-122.8577301,both
194,Yamhill Carlton SD 1,119.0,75.63,73.0,11.76,10.6,No ,No ,No ,No ,84.62,0.0,,,,,,,,,,,,,,,left_only
195,Yoncalla SD 32,28.0,75.0,73.0,14.29,10.6,No ,No ,No ,No ,33.33,16.67,41.0,13650.0,4113650.0,Yoncalla SD 32,0.0,KG,12.0,G5420,,E,411939550.0,244130.0,43.5865635,-123.2701894,both
196,,,,,,,,,,,,,41.0,12600.0,4112600.0,Umatilla SD 6,0.0,KG,12.0,G5420,,E,58437500.0,8270394.0,45.8987053,-119.3466404,right_only
197,,,,,,,,,,,,,41.0,9270.0,4109270.0,Ontario SD 8,0.0,KG,12.0,G5420,,E,319547453.0,4957736.0,44.0588435,-117.0140695,right_only
198,,,,,,,,,,,,,41.0,7880.0,4107880.0,McDermitt SD 51,0.0,KG,12.0,G5420,,E,7185158475.0,282522.0,42.3071136,-117.6338573,right_only
199,,,,,,,,,,,,,41.0,47.0,4100047.0,Ione SD 2,0.0,KG,12.0,G5420,,E,1085850208.0,0.0,45.4910698,-119.8832022,right_only
200,,,,,,,,,,,,,41.0,7280.0,4107280.0,Lakeview SD 7,0.0,KG,12.0,G5420,,E,4627827648.0,259637865.0,42.3653864,-120.400313,right_only
201,,,,,,,,,,,,,41.0,48.0,4100048.0,North Wasco SD 21,0.0,KG,12.0,G5420,,E,453268010.0,15326922.0,45.584959,-121.3145194,right_only
202,,,,,,,,,,,,,41.0,1980.0,4101980.0,Bend-La Pine Administrative SD 1,0.0,KG,12.0,G5420,,E,4043696697.0,91360895.0,43.8360961,-121.4163631,right_only
203,,,,,,,,,,,,,41.0,1120.0,4101120.0,Greater Albany SD 8J,0.0,KG,12.0,G5420,,E,404281155.0,6146928.0,44.6183605,-123.0802643,right_only
204,,,,,,,,,,,,,41.0,8040.0,4108040.0,Medford SD 549,0.0,KG,12.0,G5420,,E,949436850.0,4246518.0,42.205381,-122.993269,right_only
205,,,,,,,,,,,,,41.0,16.0,4100016.0,Yamhill-Carlton SD 1,0.0,KG,12.0,G5420,,E,478364493.0,889596.0,45.3575371,-123.277704,right_only
206,,,,,,,,,,,,,41.0,9720.0,4109720.0,Pine-Eagle SD 61,0.0,KG,12.0,G5420,,E,1652080707.0,18794161.0,44.8900891,-117.1323641,right_only
207,,,,,,,,,,,,,41.0,8550.0,4108550.0,Mount Angel SD 91,0.0,KG,12.0,G5420,,E,34590159.0,92063.0,45.0653929,-122.7958424,right_only
208,,,,,,,,,,,,,41.0,6900.0,4106900.0,Three Rivers SD,0.0,KG,12.0,G5420,,E,4423625117.0,5620971.0,42.3491489,-123.5215715,right_only
209,,,,,,,,,,,,,41.0,11760.0,4111760.0,St. Paul SD 45,0.0,KG,12.0,G5420,,E,107975549.0,3095674.0,45.2195094,-122.9484929,right_only
210,,,,,,,,,,,,,41.0,11720.0,4111720.0,St. Helens SD 502,0.0,KG,12.0,G5420,,E,260532742.0,14023811.0,45.9118983,-122.9043443,right_only
211,,,,,,,,,,,,,41.0,2310.0,4102310.0,Brookings-Harbor SD 17,0.0,KG,12.0,G5420,,E,1375919893.0,195027893.0,42.1378305,-124.1334329,right_only
212,,,,,,,,,,,,,41.0,12540.0,4112540.0,Ukiah SD 80,0.0,KG,12.0,G5420,,E,1247552105.0,19696.0,45.1056562,-118.8551207,right_only
213,,,,,,,,,,,,,41.0,6510.0,4106510.0,Hood River County SD 1,0.0,KG,12.0,G5420,,E,1352203431.0,29040464.0,45.5117753,-121.6559762,right_only
214,,,,,,,,,,,,,41.0,3960.0,4103960.0,Days Creek SD 15,0.0,KG,12.0,G5420,,E,2070049733.0,542381.0,42.9872545,-122.7825805,right_only
215,,,,,,,,,,,,,41.0,99997.0,4199997.0,SD Not Defined,0.0,PK,12.0,G5420,,F,1034.0,44132641.0,41.9930425,-120.3285814,right_only
216,,,,,,,,,,,,,41.0,11250.0,4111250.0,Sherman SD 1,0.0,KG,12.0,G5420,,E,2157662766.0,19617472.0,45.3992158,-120.6785124,right_only
217,,,,,,,,,,,,,41.0,8160.0,4108160.0,Milton-Freewater SD 7,0.0,KG,12.0,G5420,,E,927913310.0,47030.0,45.9380393,-118.2690376,right_only
218,,,,,,,,,,,,,41.0,6000.0,4106000.0,Gresham-Barlow SD 1J,0.0,KG,12.0,G5420,,E,129082543.0,726762.0,45.4655943,-122.3908811,right_only
219,,,,,,,,,,,,,41.0,3780.0,4103780.0,Crow-Applegate-Lorane Sd 66,0.0,KG,12.0,G5420,,E,659704266.0,187082.0,43.8723587,-123.3554649,right_only
220,,,,,,,,,,,,,41.0,2160.0,4102160.0,Blachly SD 090,0.0,KG,12.0,G5420,,E,288742455.0,1299304.0,44.1666875,-123.5747347,right_only
221,,,,,,,,,,,,,41.0,11580.0,4111580.0,South Lane SD 45J,0.0,KG,12.0,G5420,,E,1742451405.0,12009512.0,43.6614615,-122.842187,right_only
222,,,,,,,,,,,,,41.0,10020.0,4110020.0,Port Orford-Langlois SD 2J,0.0,KG,12.0,G5420,,E,914484169.0,419843651.0,42.8422294,-124.4027957,right_only
223,,,,,,,,,,,,,41.0,13170.0,4113170.0,West Linn SD 3J,0.0,KG,12.0,G5420,,E,107417974.0,4622972.0,45.336291,-122.7083109,right_only
224,,,,,,,,,,,,,41.0,10710.0,4110710.0,Roseburg SD 4,0.0,KG,12.0,G5420,,E,856347604.0,8443655.0,43.2820696,-123.4698347,right_only
